State,Month,Year,Beverage,Ethanol,PerCapita,,,,,,,,
Massachusetts,7,2017,Beer,487017,8.37,,,,,,,,
Massachusetts,8,2017,Spirits,443277,7.62,,,,,,,,
Massachusetts,8,2017,Wine,301765,5.19,,,,,,,,
Massachusetts,8,2017,Beer,556807,9.57,,,,,,,,
Massachusetts,9,2017,Spirits,477877,8.22,,,,,,,,
Massachusetts,9,2017,Wine,336527,5.79,,,,,,,,
Massachusetts,9,2017,Beer,445924,7.67,,,,,,,,
Massachusetts,10,2017,Spirits,448926,7.72,,,,,,,,
Massachusetts,10,2017,Wine,288639,4.96,,,,,,,,
Massachusetts,10,2017,Beer,418093,7.19,,,,,,,,
Massachusetts,11,2017,Spirits,489960,8.42,,,,,,,,
Massachusetts,11,2017,Wine,368970,6.34,,,,,,,,
Massachusetts,11,2017,Beer,422740,7.27,,,,,,,,
Massachusetts,12,2017,Spirits,707646,12.17,,,,,,,,
Massachusetts,12,2017,Wine,453625,7.8,,,,,,,,
Massachusetts,12,2017,Beer,408434,7.02,,,,,,,,
Massachusetts,1,2018,Spirits,261946,4.48,,,,,,,,
Massachusetts,1,2018,Wine,187796,3.21,,,,,,,,
Massachusetts,1,2018,Beer,385707,6.6,,,,,,,,
Massachusetts,2,2018,Spirits,343821,5.88,,,,,,,,
Massachusetts,2,2018,Wine,255068,4.36,,,,,,,,
Massachusetts,2,2018,Beer,353330,6.05,,,,,,,,
Massachusetts,3,2018,Spirits,483764,8.28,,,,,,,,
Massachusetts,3,2018,Wine,296494,5.07,,,,,,,,
Massachusetts,3,2018,Beer,417103,7.14,,,,,,,,
Massachusetts,4,2018,Spirits,464646,7.95,,,,,,,,
Massachusetts,4,2018,Wine,273846,4.69,,,,,,,,
Massachusetts,4,2018,Beer,449586,7.69,,,,,,,,
Massachusetts,5,2018,Spirits,511271,8.75,,,,,,,,
Massachusetts,5,2018,Wine,336487,5.76,,,,,,,,
Massachusetts,5,2018,Beer,539107,9.22,,,,,,,,
Massachusetts,6,2018,Spirits,775356,13.27,,,,,,,,
Massachusetts,6,2018,Wine,411362,7.04,,,,,,,,
Massachusetts,6,2018,Beer,517534,8.86,,,,,,,,
Massachusetts,7,2018,Spirits,367680,6.29,,,,,,,,
Massachusetts,7,2018,Wine,240917,4.12,,,,,,,,
Massachusetts,7,2018,Beer,510276,8.73,,,,,,,,
Massachusetts,8,2018,Spirits,449660,7.69,,,,,,,,
Massachusetts,8,2018,Wine,307647,5.26,,,,,,,,
Massachusetts,8,2018,Beer,564273,9.66,,,,,,,,
Massachusetts,9,2018,Spirits,491021,8.4,,,,,,,,
Massachusetts,9,2018,Wine,299353,5.12,,,,,,,,
Massachusetts,9,2018,Beer,432541,7.4,,,,,,,,
Massachusetts,10,2018,Spirits,513324,8.78,,,,,,,,
Massachusetts,10,2018,Wine,319845,5.47,,,,,,,,
Massachusetts,10,2018,Beer,440929,7.54,,,,,,,,
Massachusetts,11,2018,Spirits,520530,8.91,,,,,,,,
Massachusetts,11,2018,Wine,357793,6.12,,,,,,,,
Massachusetts,11,2018,Beer,358489,6.13,,,,,,,,
Massachusetts,12,2018,Spirits,706108,12.08,,,,,,,,
Massachusetts,12,2018,Wine,436148,7.46,,,,,,,,
Massachusetts,12,2018,Beer,373428,6.39,,,,,,,,
Massachusetts,1,2019,Spirits,294265,5.02,,,,,,,,
Massachusetts,1,2019,Wine,182800,3.12,,,,,,,,
Massachusetts,1,2019,Beer,385288,6.57,,,,,,,,
Massachusetts,2,2019,Spirits,350637,5.98,,,,,,,,
Massachusetts,2,2019,Wine,239497,4.09,,,,,,,,
Massachusetts,2,2019,Beer,340307,5.8,,,,,,,,
Massachusetts,3,2019,Spirits,451031,7.69,,,,,,,,
Massachusetts,3,2019,Wine,254419,4.34,,,,,,,,
Massachusetts,3,2019,Beer,413465,7.05,,,,,,,,
Massachusetts,4,2019,Spirits,444597,7.58,,,,,,,,
Massachusetts,4,2019,Wine,282571,4.82,,,,,,,,
Massachusetts,4,2019,Beer,478989,8.17,,,,,,,,
Massachusetts,5,2019,Spirits,580322,9.9,,,,,,,,
Massachusetts,5,2019,Wine,335240,5.72,,,,,,,,
Massachusetts,5,2019,Beer,552564,9.43,,,,,,,,
Massachusetts,6,2019,Spirits,706893,12.06,,,,,,,,
Massachusetts,6,2019,Wine,387174,6.6,,,,,,,,
Massachusetts,6,2019,Beer,510718,8.71,,,,,,,,
Massachusetts,7,2019,Spirits,437669,7.47,,,,,,,,
Massachusetts,7,2019,Wine,249332,4.25,,,,,,,,
Massachusetts,7,2019,Beer,541016,9.23,,,,,,,,
Massachusetts,8,2019,Spirits,505767,8.63,,,,,,,,
Massachusetts,8,2019,Wine,292933,5,,,,,,,,
Massachusetts,8,2019,Beer,544983,9.3,,,,,,,,
Massachusetts,9,2019,Spirits,460954,7.86,,,,,,,,
Massachusetts,9,2019,Wine,280354,4.78,,,,,,,,
Massachusetts,9,2019,Beer,412770,7.04,,,,,,,,
Massachusetts,10,2019,Spirits,647885,11.05,,,,,,,,
Massachusetts,10,2019,Wine,342389,5.84,,,,,,,,
Massachusetts,10,2019,Beer,360341,6.15,,,,,,,,
Massachusetts,11,2019,Spirits,479570,8.18,,,,,,,,
Massachusetts,11,2019,Wine,312366,5.33,,,,,,,,
Massachusetts,11,2019,Beer,383451,6.54,,,,,,,,
Massachusetts,12,2019,Spirits,753136,12.85,,,,,,,,
Massachusetts,12,2019,Wine,440438,7.51,,,,,,,,
Massachusetts,12,2019,Beer,405733,6.92,,,,,,,,
Massachusetts,1,2020,Spirits,318704,5.44,,,,,,,,
Massachusetts,1,2020,Wine,189921,3.24,,,,,,,,
Massachusetts,1,2020,Beer,395278,6.74,,,,,,,,
Massachusetts,2,2020,Spirits,379509,6.47,,,,,,,,
Massachusetts,2,2020,Wine,238602,4.07,,,,,,,,
Massachusetts,2,2020,Beer,360084,6.14,,,,,,,,
Massachusetts,3,2020,Spirits,506475,8.64,,,,,,,,
Massachusetts,3,2020,Wine,302288,5.16,,,,,,,,
Massachusetts,3,2020,Beer,383511,6.54,,,,,,,,
Massachusetts,4,2020,Spirits,529555,9.03,,,,,,,,
Massachusetts,4,2020,Wine,309496,5.28,,,,,,,,
Massachusetts,4,2020,Beer,420256,7.17,,,,,,,,
Massachusetts,5,2020,Spirits,539742,9.21,,,,,,,,
Massachusetts,5,2020,Wine,298870,5.1,,,,,,,,
Massachusetts,5,2020,Beer,364192,6.21,,,,,,,,
Massachusetts,6,2020,Spirits,839124,14.31,,,,,,,,
Massachusetts,6,2020,Wine,382119,6.52,,,,,,,,
Massachusetts,6,2020,Beer,465088,7.93,,,,,,,,
Missouri,1,2017,Spirits,260521,5.17,,,,,,,,
Missouri,1,2017,Wine,125437,2.49,,,,,,,,
Missouri,1,2017,Beer,426348,8.46,,,,,,,,
Missouri,2,2017,Spirits,392932,7.8,,,,,,,,
Missouri,2,2017,Wine,169287,3.36,,,,,,,,
Missouri,2,2017,Beer,405457,8.05,,,,,,,,
Missouri,3,2017,Spirits,437490,8.68,,,,,,,,
Missouri,3,2017,Wine,172919,3.43,,,,,,,,
Missouri,3,2017,Beer,500537,9.94,,,,,,,,
Missouri,4,2017,Spirits,402845,8,,,,,,,,
Missouri,4,2017,Wine,137780,2.74,,,,,,,,
Missouri,4,2017,Beer,490645,9.74,,,,,,,,
Missouri,5,2017,Spirits,446983,8.87,,,,,,,,
Missouri,5,2017,Wine,153723,3.05,,,,,,,,
Missouri,5,2017,Beer,546178,10.84,,,,,,,,
Missouri,6,2017,Spirits,490417,9.74,,,,,,,,
Missouri,6,2017,Wine,183374,3.64,,,,,,,,
Missouri,6,2017,Beer,545753,10.83,,,,,,,,
Missouri,7,2017,Spirits,363582,7.22,,,,,,,,
Missouri,7,2017,Wine,131632,2.61,,,,,,,,
Missouri,7,2017,Beer,495023,9.83,,,,,,,,
Missouri,8,2017,Spirits,418433,8.31,,,,,,,,
Missouri,8,2017,Wine,158865,3.15,,,,,,,,
Missouri,8,2017,Beer,545941,10.84,,,,,,,,
Missouri,9,2017,Spirits,493152,9.79,,,,,,,,
Missouri,9,2017,Wine,176178,3.5,,,,,,,,
Missouri,9,2017,Beer,468924,9.31,,,,,,,,
Missouri,10,2017,Spirits,429637,8.53,,,,,,,,
Missouri,10,2017,Wine,184289,3.66,,,,,,,,
Missouri,10,2017,Beer,462034,9.17,,,,,,,,
Missouri,11,2017,Spirits,482525,9.58,,,,,,,,
Missouri,11,2017,Wine,185597,3.68,,,,,,,,
Missouri,11,2017,Beer,442579,8.79,,,,,,,,
Missouri,12,2017,Spirits,468663,9.3,,,,,,,,
Missouri,12,2017,Wine,175249,3.48,,,,,,,,
Missouri,12,2017,Beer,388067,7.7,,,,,,,,
Missouri,1,2018,Spirits,279055,5.52,,,,,,,,
Missouri,1,2018,Wine,142493,2.82,,,,,,,,
Missouri,1,2018,Beer,388586,7.68,,,,,,,,
Missouri,2,2018,Spirits,372179,7.36,,,,,,,,
Missouri,2,2018,Wine,137422,2.72,,,,,,,,
Missouri,2,2018,Beer,399632,7.9,,,,,,,,
Missouri,3,2018,Spirits,435498,8.61,,,,,,,,
Missouri,3,2018,Wine,158550,3.14,,,,,,,,
Missouri,3,2018,Beer,457427,9.05,,,,,,,,
Missouri,4,2018,Spirits,449734,8.89,,,,,,,,
Missouri,4,2018,Wine,148441,2.94,,,,,,,,
Missouri,4,2018,Beer,473101,9.36,,,,,,,,
Missouri,5,2018,Spirits,472771,9.35,,,,,,,,
Missouri,5,2018,Wine,185444,3.67,,,,,,,,
Missouri,5,2018,Beer,510829,10.1,,,,,,,,
Missouri,6,2018,Spirits,454407,8.99,,,,,,,,
Missouri,6,2018,Wine,158957,3.14,,,,,,,,
Missouri,6,2018,Beer,558323,11.04,,,,,,,,
Missouri,7,2018,Spirits,383758,7.59,,,,,,,,
Missouri,7,2018,Wine,127233,2.52,,,,,,,,
Missouri,7,2018,Beer,529865,10.48,,,,,,,,
Missouri,8,2018,Spirits,477761,9.45,,,,,,,,
Missouri,8,2018,Wine,181100,3.58,,,,,,,,
Missouri,8,2018,Beer,535268,10.59,,,,,,,,
Missouri,9,2018,Spirits,457744,9.05,,,,,,,,
Missouri,9,2018,Wine,138183,2.73,,,,,,,,
Missouri,9,2018,Beer,463452,9.17,,,,,,,,
Missouri,10,2018,Spirits,473321,9.36,,,,,,,,
Missouri,10,2018,Wine,202379,4,,,,,,,,
Missouri,10,2018,Beer,464291,9.18,,,,,,,,
Missouri,11,2018,Spirits,493781,9.76,,,,,,,,
Missouri,11,2018,Wine,173187,3.42,,,,,,,,
Missouri,11,2018,Beer,418029,8.27,,,,,,,,
Missouri,12,2018,Spirits,428880,8.48,,,,,,,,
Missouri,12,2018,Wine,169058,3.34,,,,,,,,
Missouri,12,2018,Beer,397930,7.87,,,,,,,,
Missouri,1,2019,Spirits,343266,6.76,,,,,,,,
Missouri,1,2019,Wine,166624,3.28,,,,,,,,
Missouri,1,2019,Beer,383754,7.56,,,,,,,,
Missouri,2,2019,Spirits,375449,7.39,,,,,,,,
Missouri,2,2019,Wine,142300,2.8,,,,,,,,
Missouri,2,2019,Beer,173980,3.43,,,,,,,,
Missouri,3,2019,Spirits,438535,8.64,,,,,,,,
Missouri,3,2019,Wine,157173,3.1,,,,,,,,
Missouri,3,2019,Beer,695256,13.69,,,,,,,,
Missouri,4,2019,Spirits,483353,9.52,,,,,,,,
Missouri,4,2019,Wine,147693,2.91,,,,,,,,
Missouri,4,2019,Beer,485288,9.56,,,,,,,,
Missouri,5,2019,Spirits,510654,10.06,,,,,,,,
Missouri,5,2019,Wine,176435,3.47,,,,,,,,
Missouri,5,2019,Beer,532645,10.49,,,,,,,,
Missouri,6,2019,Spirits,515320,10.15,,,,,,,,
Missouri,6,2019,Wine,152925,3.01,,,,,,,,
Missouri,6,2019,Beer,497443,9.8,,,,,,,,
Missouri,7,2019,Spirits,444657,8.76,,,,,,,,
Missouri,7,2019,Wine,138636,2.73,,,,,,,,
Missouri,7,2019,Beer,488277,9.62,,,,,,,,
Missouri,8,2019,Spirits,419282,8.26,,,,,,,,
Missouri,8,2019,Wine,142792,2.81,,,,,,,,
Missouri,8,2019,Beer,514321,10.13,,,,,,,,
Missouri,9,2019,Spirits,490388,9.66,,,,,,,,
Missouri,9,2019,Wine,146296,2.88,,,,,,,,
Missouri,9,2019,Beer,467291,9.2,,,,,,,,
Missouri,10,2019,Spirits,472996,9.31,,,,,,,,
Missouri,10,2019,Wine,184148,3.63,,,,,,,,
Missouri,10,2019,Beer,457584,9.01,,,,,,,,
Missouri,11,2019,Spirits,536684,10.57,,,,,,,,
Missouri,11,2019,Wine,167768,3.3,,,,,,,,
Missouri,11,2019,Beer,420943,8.29,,,,,,,,
Missouri,12,2019,Spirits,514530,10.13,,,,,,,,
Missouri,12,2019,Wine,174850,3.44,,,,,,,,
Missouri,12,2019,Beer,429644,8.46,,,,,,,,
Missouri,1,2020,Spirits,339394,6.68,,,,,,,,
Missouri,1,2020,Wine,162587,3.2,,,,,,,,
Missouri,1,2020,Beer,376158,7.41,,,,,,,,
Missouri,2,2020,Spirits,423234,8.33,,,,,,,,
Missouri,2,2020,Wine,135429,2.67,,,,,,,,
Missouri,2,2020,Beer,391154,7.7,,,,,,,,
Missouri,3,2020,Spirits,530916,10.46,,,,,,,,
Missouri,3,2020,Wine,160152,3.15,,,,,,,,
Missouri,3,2020,Beer,456674,8.99,,,,,,,,
Missouri,4,2020,Spirits,495004,9.75,,,,,,,,
Missouri,4,2020,Wine,165193,3.25,,,,,,,,
Missouri,4,2020,Beer,463318,9.12,,,,,,,,
Missouri,5,2020,Spirits,500315,9.85,,,,,,,,
Missouri,5,2020,Wine,144330,2.84,,,,,,,,
Missouri,5,2020,Beer,468559,9.23,,,,,,,,
Missouri,6,2020,Spirits,621026,12.23,,,,,,,,
Missouri,6,2020,Wine,171219,3.37,,,,,,,,
Missouri,6,2020,Beer,499493,9.84,,,,,,,,
North Dakota,1,2017,Spirits,50920,8.3,,,,,,,,
North Dakota,1,2017,Wine,12481,2.04,,,,,,,,
North Dakota,1,2017,Beer,66605,10.86,,,,,,,,
North Dakota,2,2017,Spirits,56308,9.18,,,,,,,,
North Dakota,2,2017,Wine,13793,2.25,,,,,,,,
North Dakota,2,2017,Beer,67286,10.97,,,,,,,,
North Dakota,3,2017,Spirits,66611,10.86,,,,,,,,
North Dakota,3,2017,Wine,16270,2.65,,,,,,,,
North Dakota,3,2017,Beer,71916,11.73,,,,,,,,
North Dakota,4,2017,Spirits,55319,9.02,,,,,,,,
North Dakota,4,2017,Wine,20683,3.37,,,,,,,,
North Dakota,4,2017,Beer,87042,14.19,,,,,,,,
North Dakota,5,2017,Spirits,73128,11.92,,,,,,,,
North Dakota,5,2017,Wine,15738,2.57,,,,,,,,
North Dakota,5,2017,Beer,95223,15.53,,,,,,,,
North Dakota,6,2017,Spirits,82648,13.48,,,,,,,,
North Dakota,6,2017,Wine,15844,2.58,,,,,,,,
North Dakota,6,2017,Beer,101851,16.61,,,,,,,,
North Dakota,7,2017,Spirits,63621,10.37,,,,,,,,
North Dakota,7,2017,Wine,14000,2.28,,,,,,,,
North Dakota,7,2017,Beer,83567,13.63,,,,,,,,
North Dakota,8,2017,Spirits,68927,11.24,,,,,,,,
North Dakota,8,2017,Wine,16960,2.77,,,,,,,,
North Dakota,8,2017,Beer,86030,14.03,,,,,,,,
North Dakota,9,2017,Spirits,62741,10.23,,,,,,,,
North Dakota,9,2017,Wine,12537,2.04,,,,,,,,
North Dakota,9,2017,Beer,68097,11.1,,,,,,,,
North Dakota,10,2017,Spirits,66969,10.92,,,,,,,,
North Dakota,10,2017,Wine,18212,2.97,,,,,,,,
North Dakota,10,2017,Beer,70943,11.57,,,,,,,,
North Dakota,11,2017,Spirits,69989,11.41,,,,,,,,
North Dakota,11,2017,Wine,25010,4.08,,,,,,,,
North Dakota,11,2017,Beer,72835,11.88,,,,,,,,
North Dakota,12,2017,Spirits,81518,13.29,,,,,,,,
North Dakota,12,2017,Wine,24817,4.05,,,,,,,,
North Dakota,12,2017,Beer,56250,9.17,,,,,,,,
North Dakota,1,2018,Spirits,54285,8.83,,,,,,,,
North Dakota,1,2018,Wine,11893,1.93,,,,,,,,
North Dakota,1,2018,Beer,72033,11.71,,,,,,,,
North Dakota,2,2018,Spirits,59670,9.7,,,,,,,,
North Dakota,2,2018,Wine,14127,2.3,,,,,,,,
North Dakota,2,2018,Beer,59466,9.67,,,,,,,,
North Dakota,3,2018,Spirits,59667,9.7,,,,,,,,
North Dakota,3,2018,Wine,17172,2.79,,,,,,,,
North Dakota,3,2018,Beer,72500,11.79,,,,,,,,
North Dakota,4,2018,Spirits,61330,9.97,,,,,,,,
North Dakota,4,2018,Wine,21347,3.47,,,,,,,,
North Dakota,4,2018,Beer,80573,13.1,,,,,,,,
North Dakota,5,2018,Spirits,73532,11.95,,,,,,,,
North Dakota,5,2018,Wine,15325,2.49,,,,,,,,
North Dakota,5,2018,Beer,90124,14.65,,,,,,,,
North Dakota,6,2018,Spirits,81424,13.24,,,,,,,,
North Dakota,6,2018,Wine,14930,2.43,,,,,,,,
North Dakota,6,2018,Beer,111698,18.16,,,,,,,,
North Dakota,7,2018,Spirits,65932,10.72,,,,,,,,
North Dakota,7,2018,Wine,15568,2.53,,,,,,,,
North Dakota,7,2018,Beer,86265,14.03,,,,,,,,
North Dakota,8,2018,Spirits,70299,11.43,,,,,,,,
North Dakota,8,2018,Wine,15005,2.44,,,,,,,,
North Dakota,8,2018,Beer,79867,12.98,,,,,,,,
North Dakota,9,2018,Spirits,61627,10.02,,,,,,,,
North Dakota,9,2018,Wine,13064,2.12,,,,,,,,
North Dakota,9,2018,Beer,67776,11.02,,,,,,,,
North Dakota,10,2018,Spirits,72506,11.79,,,,,,,,
North Dakota,10,2018,Wine,18955,3.08,,,,,,,,
North Dakota,10,2018,Beer,71795,11.67,,,,,,,,
North Dakota,11,2018,Spirits,68440,11.13,,,,,,,,
North Dakota,11,2018,Wine,23580,3.83,,,,,,,,
North Dakota,11,2018,Beer,65959,10.72,,,,,,,,
North Dakota,12,2018,Spirits,89422,14.54,,,,,,,,
North Dakota,12,2018,Wine,26781,4.35,,,,,,,,
North Dakota,12,2018,Beer,67512,10.98,,,,,,,,
North Dakota,1,2019,Spirits,53309,8.63,,,,,,,,
North Dakota,1,2019,Wine,12441,2.01,,,,,,,,
North Dakota,1,2019,Beer,71521,11.58,,,,,,,,
North Dakota,2,2019,Spirits,62715,10.15,,,,,,,,
North Dakota,2,2019,Wine,13197,2.14,,,,,,,,
North Dakota,2,2019,Beer,56110,9.08,,,,,,,,
North Dakota,3,2019,Spirits,63494,10.28,,,,,,,,
North Dakota,3,2019,Wine,14730,2.38,,,,,,,,
North Dakota,3,2019,Beer,74180,12.01,,,,,,,,
North Dakota,4,2019,Spirits,67105,10.86,,,,,,,,
North Dakota,4,2019,Wine,23036,3.73,,,,,,,,
North Dakota,4,2019,Beer,84014,13.6,,,,,,,,
North Dakota,5,2019,Spirits,70153,11.35,,,,,,,,
North Dakota,5,2019,Wine,14910,2.41,,,,,,,,
North Dakota,5,2019,Beer,90003,14.57,,,,,,,,
North Dakota,6,2019,Spirits,81812,13.24,,,,,,,,
North Dakota,6,2019,Wine,15537,2.51,,,,,,,,
North Dakota,6,2019,Beer,93533,15.14,,,,,,,,
North Dakota,7,2019,Spirits,71335,11.55,,,,,,,,
North Dakota,7,2019,Wine,15007,2.43,,,,,,,,
North Dakota,7,2019,Beer,93470,15.13,,,,,,,,
North Dakota,8,2019,Spirits,72506,11.73,,,,,,,,
North Dakota,8,2019,Wine,14120,2.29,,,,,,,,
North Dakota,8,2019,Beer,81456,13.18,,,,,,,,
North Dakota,9,2019,Spirits,71351,11.55,,,,,,,,
North Dakota,9,2019,Wine,14273,2.31,,,,,,,,
North Dakota,9,2019,Beer,71753,11.61,,,,,,,,
North Dakota,10,2019,Spirits,76242,12.34,,,,,,,,
North Dakota,10,2019,Wine,18255,2.95,,,,,,,,
North Dakota,10,2019,Beer,62336,10.09,,,,,,,,
North Dakota,11,2019,Spirits,62840,10.17,,,,,,,,
North Dakota,11,2019,Wine,21765,3.52,,,,,,,,
North Dakota,11,2019,Beer,68253,11.05,,,,,,,,
North Dakota,12,2019,Spirits,93379,15.11,,,,,,,,
North Dakota,12,2019,Wine,27278,4.41,,,,,,,,
North Dakota,12,2019,Beer,71188,11.52,,,,,,,,
North Dakota,1,2020,Spirits,52687,8.53,,,,,,,,
North Dakota,1,2020,Wine,11672,1.89,,,,,,,,
North Dakota,1,2020,Beer,72234,11.69,,,,,,,,
North Dakota,2,2020,Spirits,60399,9.78,,,,,,,,
North Dakota,2,2020,Wine,12508,2.02,,,,,,,,
North Dakota,2,2020,Beer,63119,10.22,,,,,,,,
North Dakota,3,2020,Spirits,83385,13.5,,,,,,,,
North Dakota,3,2020,Wine,17478,2.83,,,,,,,,
North Dakota,3,2020,Beer,72420,11.72,,,,,,,,
North Dakota,4,2020,Spirits,65180,10.55,,,,,,,,
North Dakota,4,2020,Wine,17235,2.79,,,,,,,,
North Dakota,4,2020,Beer,74846,12.11,,,,,,,,
North Dakota,5,2020,Spirits,70335,11.38,,,,,,,,
North Dakota,5,2020,Wine,14775,2.39,,,,,,,,
North Dakota,5,2020,Beer,75065,12.15,,,,,,,,
North Dakota,6,2020,Spirits,96115,15.56,,,,,,,,
North Dakota,6,2020,Wine,18461,2.99,,,,,,,,
North Dakota,6,2020,Beer,94113,15.23,,,,,,,,
Oregon,1,2017,Wine,190443,5.49,,,,,,,,
Oregon,1,2017,Beer,273318,7.88,,,,,,,,
Oregon,2,2017,Wine,140055,4.04,,,,,,,,
Oregon,2,2017,Beer,295260,8.51,,,,,,,,
Oregon,3,2017,Wine,165787,4.78,,,,,,,,
Oregon,3,2017,Beer,315050,9.08,,,,,,,,
Oregon,4,2017,Wine,188184,5.43,,,,,,,,
Oregon,4,2017,Beer,402710,11.61,,,,,,,,
Oregon,5,2017,Wine,143717,4.14,,,,,,,,
Oregon,5,2017,Beer,324285,9.35,,,,,,,,
Oregon,6,2017,Wine,163274,4.71,,,,,,,,
Oregon,6,2017,Beer,401254,11.57,,,,,,,,
Oregon,7,2017,Wine,192560,5.55,,,,,,,,
Oregon,7,2017,Beer,439054,12.66,,,,,,,,
Oregon,8,2017,Wine,148148,4.27,,,,,,,,
